,Tweet,Label,preprocessing_text,text_len
861,"Lo tuh cuma pengecut yg ga mau kehilangan, nder! cowo lo udah sebegitunya effort, loh. yg harusnya introspeksi diri tu ya elo, bego! sikap lo yg perlu diubah! jgn tarik ulur! seolah ga mau kehilangan, tp sikap lo seenaknya sendiri? gila ya lu?",0,kamu cuma kecut mau hilang kirim cowok kamu begitu effort lah harus introspeksi diri kamu bodoh sikap kamu perlu ubah jangan tarik ulur mau hilang sikap kamu enak sendiri gila kamu,31
862,"@tanyakanrl emang gila ciptaan Tuhan aja dihina dengan gampang gini, baca rep ditwit nya makin istighfar lagi. jijik banget sama orang begini najis bukan fokus ke masalahnya malah ke fisik.",0,memang gila cipta tuhan hina gampang begini baca balas ditwit nya makin istighfar jijik sangat sama orang begini najis bukan fokus masalah malah fisik,24
863,"@greexnday Harusnya dia baru lulus SD sekarang gak sih? Parah banget gila. Saya kira Jungkook debut umur 16 udah terlalu muda. Makin kesini kok makin makin. Jungkook waktu debut itu udah maknae dari segala maknae loh, soalnya waktu itu gaada yang lebih muda dari dia di dunia idol",0,harus baru lulus sekolah dasar sekarang sih parah sangat gila kira jungkook debut umur terlalu muda makin kesini kok makin makin jungkook waktu debut maknae segala maknae lah soal waktu lebih muda dunia idol,34
864,@paleblueye_s KAYANYA KITA BENER-BENER MIRIP ORANG GILA SEMALEM,0,seperti benar benar mirip orang gila malam,7
865,APSIH LUCU BGT GILA,0,apa sih lucu sangat gila,5
866,"@la_fiet @chanuu_10 duh gila. gegara nulis begini aja hati nurani gue digoreng wkwkw. gws, ya, kak.",0,aduh gila gara gara tulis begini hati nurani goreng wkwk moga lekas sembuh kakak,14
867,@convomfs iyalah gila pagi pagi udh ngerusak mood aja,0,iya gila pagi pagi rusak suasana hati,7
868,"@chwoongki jan takut sama aku, soalnya aslinya aku gila",0,jangan takut sama aku soal asli aku gila,8
869,GILA CAKEP BANGET NIH BAPAK SEUNGCHEOL DAN KAOS HITAMNYA,0,gila cakap sangat nih bapak seungcheol kaos hitam,8
870,@democrazymedia Andai permohonan gila kades mendapat persetujuan . Seluruh RW dan RT juga ikut ingin penambahan jabatan itu..... demi keadilan.......,0,andai mohon gila kades dapat tuju seluruh rukun warga rt ikut tambah jabat adil,14
871,DAH GILA w bangun tidur senyum senyum kek orgil,0,gila bangun tidur senyum senyum orang gila,7
872,Gila sih lambung masih seperti diremas tpi harus dipaksa buat bekerja,0,gila sih lambung remas paksa buat kerja,7
873,@MGhozal21830409 @tatakujiyati Bagi saya identitas sangat penting.. sebab kita kemana2 selalu di tanya identitas kita apa... Kalau gk punya identitas gimana kita mau naik pesawat kereta ..trus gimana kita mau nyetir.. hanya orang bodoh dan org gila  juga orang2 penipu yang gak mau ketahuan identitasnya..,0,identitas sangat penting selalu tanya identitas apa kalau punya identitas bagaimana mau naik pesawat kereta terus bagaimana mau setir orang bodoh orang gila orang tipu mau tahu identitas,28
874,keluarga gila.,1,keluarga gila,2
875,@Fita_Shanty Orang gila di kasih mic... Ya begini,1,orang gila kasih mic begini,5
876,"@Dennysiregar7 Yang saya takutkan adalah tahun depan bertambah orang gila , gila kekuasaan, gila jabatan, gila mimpi akhirnya gila benaran.",0,takut tahun depan tambah orang gila gila kuasa gila jabat gila mimpi akhir gila benar,15
877,"@CNNIndonesia Minta di bebaskan? Habis ngebunuh jadi GILA, lupakan istilah halus ODGJ. MENUH MENUHIN PENJARA DGN ORANG GILA? SUDAH SEHARUSNYA HUKUMAN MATI !!!",0,minta bebas habis bunuh jadi gila lupa istilah halus odgj penuh penuh penjara orang gila hukum mati,17
878,"@msaid_didu Eh, lu kan yg nyengir dapat vaksin gratis setelah ngehujat vaksin cina segala macam. Lu jg kan yg makan duit merpati trus kemudian ngehujat kayak orang gila...  gara2 lintah antek oligarki kyk lu gitu yg bikin utang jadi lebh besar 10 t dr yg seharusnya.. AMBYAR!!!!!",1,eh kamu kan sengir vaksin gratis hujat vaksin cina segala macam kamu kan makan duit merpati terus kemudian hujat kayak orang gila gara lintah antek oligarki kamu bikin utang jadi lebih besar t ambyar,34
879,"Orang bijak taat pajak, orang jahat makan pajak. orang gila tak diajak #KataBajak",0,orang bijak taat pajak orang jahat makan pajak orang gila ajak,11
880,"@obbythv_ Orang gila, kirim aja lgsg ke rsj . Jgn biarin ni titisan dajal berkeliaran",1,orang gila kirim langsung rumah sakit jiwa jangan biar nih titis dajjal liar,13
881,sekalinya punya target ngejarnya udah kek orang gila,0,sekali punya target kejar orang gila,6
882,Orang gila yang mau sama aku,0,orang gila mau sama aku,5
883,orang gila mana tidur lampu nyala,0,orang gila mana tidur lampu nyala,6
884,jam dua cosplay jd orang gila nangis abis itu ketawa abis itu nangis lagi abis itu bengong,0,jam cosplay jadi orang gila tangis habis tertawa habis tangis habis menung,12
885,"@joydepok cieeeeee udah bisa bertahan selama ini, gila lu kuat banget si ji.",0,wah tahan lama gila kamu kuat sangat sih ji,9
886,"Gila bapak low sia level PAS sampai akun resmi depan pun tweet politik murahan? ðŸ¤£ dasar parti penunggang agama, patut diharamkan terus",1,gila bapak low kamu level pas akun resmi depan twit politik murah dasar party tunggang agama patut haram terus,19
887,"@heyouareamazing GILA BANGET KAKK, KAMU WARAS KAK???",0,gila sangat kakak kamu waras kakak,6
888,"gila yaa subuh subuh aja mereka masih ketawa ketawa padahal pagi nya harus sekolah, kok bs si anj",0,gila subuh subuh tertawa tertawa padahal pagi nya sekolah kok sih anjing,12
889,"gila ya, lg proses memperbaiki diri masih sempet2 nya cari kesalahan gue",0,gila proses baik diri sempat nya cari salah,8
890,"Gila ya cewek kalo belanja, gak kenal waktu dan gak kenal kalo kaki cowoknya nyaris mau copot.",0,gila cewek kalau belanja kenal waktu kenal kalau kaki cowok nyaris mau copot,13
891,"brengsek, dasar nenek2 gila",1,berengsek dasar nenek gila,4
892,"adu bacot adu bacot, bacotan lo aja kaga berbobot goblok pantes aja gada yang mau diadu sama orang gila kaya lo",1,adu bacot adu bacot bacot kamu bobot goblok pantas mau adu sama orang gila kamu,15
893,Gila ya.. Manusia terrrr ga ada adab! Bsbsnya dia yg ngamuk…. duit lo dr kmren2 jg pake duit rakyat! Botak gundul!,1,gila manusia ter adab bisa amuk duit kamu kemarin pakai duit rakyat botak gundul,14
894,"wah ajg sumpah, sekarang gua bener ga suka bgt sama lu, kek, hah, najis gila lo",0,wah anjing sumpah sekarang benar suka sangat sama kamu ha najis gila kamu,13
895,bisa gila gue lama-lama grgr lo ber3 cakep banget GILAAAAAA,0,gila lama lama gara gara kamu ber cakap sangat gila,10
896,"Sempat Dikabarkan Stres dan Dianggap Gila, Ini 7 Potret Revi Mariska di Nikahan Reiner Manopo - Akur Saat Bertemu Para Pemain Genta Buana.",0,sempat kabar stres anggap gila potret revi mariska nikah reiner manopo akur temu main genta buana,16
897,gila apa aku harus minum obat tidur ku,0,gila apa aku minum obat tidur aku,7
898,AAAA MALU BANGET GILA AAAAA,0,aaaa malu sangat gila aaaaa,5
899,"@Dimasjoko12 Beli otak sono, gak pinter2 jdi orang. Makin gila aja ðŸ˜ https://t.co/3RDT9BUbEZ",1,beli otak sana pintar jadi orang makin gila,8
900,Tolol itu sutet jawa bali yg bangun anak3 dr khubilai khan cucunya jengis khan kah hahaha,1,tolol sutet jawa bal bangun anak khubilai kan cucu jeng kan haha,12
901,"Apalagi ke kadrun, mau dibangun banyak infrastruktur tetep aja pada tereak2 khilafah... Tolol",1,kadrun mau bangun banyak infrastruktur tetap reak khilafah tolol,9
902,Rombongan orang orang tolol yang di anggap ustadz sama orang baru hijrah,1,rombong orang orang tolol anggap ustaz sama orang baru hijrah,10
903,Jangan ketipu lagi dengan si anus yaman tolol bego,1,jangan tipu sih anus yaman tolol bodoh,7
904,Lah kan pake skinker jg usaha kgak setingan tolol,0,lah kan pakai skincare usaha ting tolol,7
905,"Ustad yg membuat org Melayu bodoh, kata mahathir, contohnya ustad tolol ini",1,ustaz buat orang melayu bodoh kata mahathir contoh ustaz tolol,10
906,"makanya bu klo msih belom mampu punya anak secara otak dan finansial gausah punya anak dulu, kasian anaknya punya ortu tolol kaya elu",1,ibu kalau mampu punya anak otak finansial usah punya anak dulu kasihan anak punya orang tua tolol kamu,18
907,Capek bet tolol. Udah kemarin ga karuan. Pagi ini liat kabar milan dibantai karena pada tolol. Hadeh,0,cape sangat tolol kemarin karuan pagi lihat kabar mil bantai tolol aduh,12
908,"Lah emang tolol, kok kepancing sama akun troll ",0,lah memang tolol kok pancing sama akun troll,8
909,@SzZelo @gibran_tweet @aniesbaswedan boongg...tolol  mu kapan habis nya,1,boongg tolol mu kapan habis nya,6
910,Mamanya ichan sama papanya oji. Fix. Tolol tolol,1,mama ichan sama papa oji fix tolol tolol,8
911,"Udah GOBLOK, TOLOL, NGERUSAK juga",1,goblok tolol rusak,3
912,"@febryjmjx kalo orang tolol ya gitu, mana mau saling mengingatkan",1,kalau orang tolol mana mau saling ingat,7
913,@rlgxg goblok tolol bangsat,1,goblok tolol bangsat,3
914,"ternyata masih ada aja dosen yg tolol ya, heran gue",1,nyata dosen tolol heran,4
915,"Ini pernah kejadian juga di circle aku, sampe mikir """"tu anak goblog banget yak, mabok ke tempat lain, ini malah ke tempat nongki satu circle, ya ketauan lah, tolol",1,pernah jadi circle aku pikir anak goblok sangat mabuk tempat malah tempat nongki satu circle tahu lah tolol,18
916,"satu kata si, lo tolol wkwk",1,satu kata sih kamu tolol wkwk,6
917,contoh orang tolol. paling kesel kalo sampe dapet chat kaya gini dari orang yang ga gue kenal sama sekali,0,contoh orang tolol paling kesal kalau chat begini orang kenal sama sekali,12
918,"gmpang amat ngatain orang tolol, kurang-kurangin dah wkwkwk",0,gampang maki orang tolol kurang kurang wkwk,7
919,"tolong jangan hujat sy krna sy gampang nangis/putus asa', MAKANYA LU SADAR DIRI TOLOL GAUSAH DIPELIHARA. MENDING LU PELIHARA KAMBING BISA BUAT QURBAN",1,jangan hujat gampang tangis putus asa kamu sadar diri tolol usah pelihara mending kamu pelihara kambing buat kurban,18
920,"haduh gini amat orang, fokus ke masalahnya bukan fisik nya. orang kalo udah becanda soal fisik orang emang tolol, ciptaan Tuhan bisa-bisanya dihina",0,aduh begini orang fokus masalah bukan fisik nya orang kalau canda soal fisik orang memang tolol cipta tuhan bisa hina,20
921,"DASAR BIG MOUTH, BULLSHIT, MENTALNYA MLEPES KAYA KERUPUK KENA AIR. BISANYA CUMAN MONOLOG PROVOKASI! TOLOL!",1,dasar besar mouth bullshit mental mlepes kerupuk kena air bisa cuma monolog provokasi tolol,14
922,Wasitnya tolol gk ketulungan,1,wasit tolol ketulungan,3
923,"Drpada sekolah tp tolol..ga bisa bedain benar salah,bisa kerja atau ga,kayak lo",1,sekolah tolol beda benar salah kerja kayak kamu,8
924,alay tolol ntr jg balik lg,0,alay tolol balik,3
925,tolol gua salah baju,0,tolol salah baju,3
926,@tanyakanrl Itu mahal bangsat lo pikir belinya gak pake duit?Gue kalo jadi kakak lo udah gue injek kepala lo. Dasar tolol,1,mahal bangsat kamu pikir beli pakai duit kalau jadi kakak kamu injek kepala kamu dasar tolol,16
927,"Kau mau bukti tanya aja ke mabes polri ya,biar kau gak tolol juga ",0,kamu mau bukti tanya markas besar polisi republik indonesia biar kamu tolol,12
928,kenyataannya saya hanyalah orang tolol yang gampang berharap.,0,nyata hanya orang tolol gampang harap,6
929," Tolol, kelebihan bayar aja Lo ngga tau",0,tolol lebih bayar kamu tau,5
930,"Dosen babi, jadwal kamis dikumpul rabu. Aneh tolol",1,dosen babi jadwal kamis kumpul rabu aneh tolol,8
931,males bgt tolol anjing udh tau jgn dibuka jgn dibaca jgn disebut malah diterusin tolol ini sok pinter bgt GW SEBEL?????? gw jambak jg rambut lu malah nyelakain org aja,1,malas sangat tolol anjing tau jangan buka jangan baca jangan sebut malah terus tolol sok pintar sangat kesal jambak rambut kamu malah celaka orang,24
932,"@juarazr Otak lo kececeran tadi dijalan. Gapunya dana kok mau rekrut orang, anggarin dulu tolol",1,otak kamu cecer tadi jalan punya dana kok mau rekrut orang anggar dulu tolol,14
933,"Kok iso, ngomong aja lo anjing bgst manusia biadap, playing victim tolol, asu",1,kok bicara kamu anjing bangsat manusia biadab main korban tolol anjing,11
934,tinggal hide tolol ribet amat,0,tinggal hide tolol ribet,4
935,"Lah suka2 sayalah, lu nggk ngerti banter apa emang beneran bodoh ? Najis amat. Udh dibiayain bulanan sama MU ?? Hahahah tolol",1,lah suka saya kamu erti banter apa memang benar bodoh najis biaya bulan sama mu haha tolol,17
936,Tv tolol emang,0,televisi tolol memang,3
937,Lu itu tolol tong,1,kamu tolol tong,3
938,"Pelajaran pecel kali ini. Kalau kamu tolol jgn banyak mau, dikasih eh malah ngalalier. Guobloookk weduss",1,ajar pecel kali kalau kamu tolol jangan banyak mau kasih eh malah ngalalier goblok kambing,15
939,Tolol bgt emng anaknya,1,tolol sangat memang anak,4
940,TOLOL lu SOMPRET…. waktu malam minggu kemarin ada acara Polri… udah gak gerak sama sekali sampe arah Blok M…!! Apanya yg diuraikan ?? 1 jam gue berhenti di area Blok M gak bs tembus masuk Thamrin.. Kl memang macet ya macet aja… jgn dibela2.. Ayo mau ngomong apa lu...!!,0,tolol kamu sompret waktu malam minggu kemarin acara polisi republik indonesia gerak sama sekali arah blok sama apa urai jam henti area blok sama tembus masuk thamrin kalau memang macet macet jangan bela ayo mau bicara apa kamu,38
941,@democrazymedia Generasi tolol begini gak habis2 sebelum biang kerok nya dibinasakan,1,generasi tolol begini habis biang kerok nya binasa,8
942,Pas lu nikahan juga gue paham konsep lu harus private. Tapi minimal calon mempelai dengerin apa kata crew yang tugas lah. gue juga tolol si masih mau mau aja buat gas jadi mc ckck.,0,pas kamu nikah paham konsep kamu private minimal calon mempelai dengar apa kata crew tugas lah tolol sih mau mau buat gas jadi mc wkwk,25
943,"bodo amat anjing, jaga image jaga image dulu gue lebih frontal dari ini, serah deh serah capek gue kyk orang tolol",0,bodoh anjing jaga citra jaga citra dulu lebih frontal serah deh serah cape orang tolol,15
944,"@Askrlfess ya Allah kenapa tiap hari muncul orang tolol seperti ini, besarkan kesabaranku, tabahkan aku ya Allah untuk melihat orang gila ini aamiin",0,allah tiap hari muncul orang tolol besar sabar tabah aku allah lihat orang gila amin,15
945,"@convomfs tolol wkwk, si paling ada masalah hidup.",1,tolol wkwk sih paling masalah hidup,6
946,"Ngeliat komentar2 di video ini, gue jadi tau kenapa orang2 di tiktok disebut pengguna paling tolol. Oot banget anjing!! ",1,lihat komentar video jadi tau orang tiktok sebut guna paling tolol out of topic sangat anjing,16
947,Tolong kasi aku saran dong supaya ngga jadi bucin tolol,0,kasih aku saran dong jadi budak cinta tolol,8
948,"Kalo diinget lagi juga, dulu dia si angkuh, merasa paling unggul, paling berhasil, paling uwoww gitu, dsb. Now, sekarang dia menghubungi orang yang dia anggap lemah dan tolol demi sebuah bantuan",0,kalau ingat dulu sih angkuh rasa paling unggul paling hasil paling wow bagai sekarang sekarang hubung orang anggap lemah tolol buah bantu,22
949,TOLOL BEGO PAKET LENGKAP NAJIS TRUS LU BISANYA APA ANJGG KALO SEMUA GA BISAAAG,1,tolol bodoh paket lengkap najis terus kamu bisa apa anjing kalau semua,12
950,"ga papa dek ga perlu viral di tv , tv cuma buat orng orng tolol aja",0,papa adik perlu viral televisi televisi cuma buat orang orang tolol,11
951,Nelfon berkali2 kayak orang tolol anjing,0,telpon kali kayak orang tolol anjing,6
952,cape jd koas tp mager balik preklinik krn gamau ngulang cmn ga siap jd gp krn ngerasa masih sangat tolol. gmn ya kak,0,cape jadi koas malas gerak balik preklinik mau ulang cuma siap jadi gp rasa sangat tolol bagaimana kakak,18
953,Sejak kapan ngejokes harus ada korban??? Logika kaum2 tolol sok lucu kek gini emg rendahan.,1,sejak kapan laku lelucon korban logika kaum tolol sok lucu begini memang rendah,13
954," Orang kalau bucin pasti tolol, cuma kita yg jomblo yg masih waras",0,orang kalau budak cinta tolol cuma jomlo waras,8
955,"@kazenotaichu @arifinpordjo1 @MartoArt Kamu yg tolol.... pas acara Dinas bela belain pakai mobil pribadi, jd dipasang plat dinas.... itu sah, mknya tolol dibagi bagi BLOG !!!!",1,kamu tolol pas acara dinas bela bela pakai mobil pribadi jadi pasang plat dinas sah tolol bagi blog,18
956,"Heh! Kamu kan si paling unggul dan pintar, kok nanya-nanya ke si tolol dan goblok ini siih? Apa ga malu? Apa gatakut ke down-grade? Loh, gapunya rekan sesama si pintar dan unggul yg lain kah? Knapa? Kepepet yaah? Paham kok..",0,he kamu kan sih paling unggul pintar kok tanya tanya sih tolol goblok sih apa malu apa takut down grade lah punya rekan sama sih pintar unggul pepet paham kok,30
957,"@sbyfess jaman skrg org org knp makin aneh dah kuliah pake duit pacarnya kek anjir itu baru pacar belom suami, klo emg ga sanggup ya tunda dulu sambil nyari duit atau nyari2 beasiswa, malu bgt dah sampe make duit org lain, bucin terlalu bikin tolol",0,jaman sekarang orang orang makin aneh kuliah pakai duit pacar anjir baru pacar suami kalau memang sanggup tunda dulu cari duit cari beasiswa malu sangat make duit orang budak cinta terlalu bikin tolol,33
958,"planga plongo, diajak ngobrol kadang ga nyambung, kerasukan setan tolol apa ya gua",0,plonga plongo ajak obrol kadang sambung rasuk setan tolol apa,10
959,"@Saka17072857 @jayapuraupdate kalean kalean, lu bukti sdm jongkok tolol. Bakar orang emg bener? apa bedanya lu sama yg jual organ tubuh anak sama2 ambil nyawa manusia. SDM rendah",1,kalian kalian kamu bukti sumber daya manusia jongkok tolol bakar orang memang benar apa beda kamu sama jual organ tubuh anak sama ambil nyawa manusia sumber daya manusia rendah,29
960,"@tanyakanrl Lu ngumpulin modal aja susah, apalagi ngebiayain anak lebih dari 2 tolol",1,kamu kumpul modal susah biaya anak lebih tolol,8
961,"@gigi_ae 1 bulanan dari mana wkwkw, hari ini aja masih Januari wkak tolol",0,bulan mana wkwk hari januari wkwk tolol,7
962,"Dan akhirnya aku di blok, apakah aku pemenang? Jelas tidak sama sekali tolol",0,akhir aku blok aku menang jelas sama sekali tolol,9
